ALIMENTADOR;ACCID.DEP;PROG.DEP;PROD.DEP;TOTAL DEP;ACCID.FEP;PROG.FEP;PROD.FEP;TOTAL FEP;ACCID.PENF;PROG.PENF;PROD.PENF;TOTAL PENEF;MES;año;SECCION;DEPARTAMENTO;PERIODO;axuMES;LOCAL
APR14;0,0043;0,0020;0,0033;0,0096;0,0166;0,0132;0,0130;0,0428;927.124;418.918;697.729;2.043.771;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;APR
APR2;0,0266;0,0000;0,0027;0,0293;0,0527;0,0000;0,0107;0,0634;5.692.306;0;571.051;6.263.357;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;APR
APR3;0,0047;0,0000;0,0051;0,0097;0,0453;0,0000;0,0202;0,0656;1.000.461;0;1.082.670;2.083.131;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;APR
APR4;0,0049;0,0000;0,0041;0,0089;0,0163;0,0000;0,0163;0,0326;1.042.184;0;871.469;1.913.654;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;APR
APR5;0,0047;0,0026;0,0042;0,0115;0,0159;0,0141;0,0168;0,0468;1.009.730;554.301;897.436;2.461.467;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;APR
APR6;0,0000;0,0000;0,0021;0,0021;0,0000;0,0000;0,0083;0,0083;0;0;442.586;442.586;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;APR
APR8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;APR
APR9;0,0255;0,0000;0,0004;0,0258;0,0426;0,0000;0,0015;0,0441;5.446.596;0;79.897;5.526.493;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;APR
CAT1;0,0208;0,0000;0,0017;0,0225;0,0409;0,0000;0,0068;0,0477;4.441.905;0;364.091;4.805.995;FEBRERO;2023;CATUETE;CANINDEYU;202302;02;CAT
CAT10;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;FEBRERO;2023;CATUETE;CANINDEYU;202302;02;CAT
CAT11;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;FEBRERO;2023;CATUETE;CANINDEYU;202302;02;CAT
CAT2;0,0921;0,0000;0,0017;0,0938;0,0338;0,0000;0,0068;0,0406;19.704.827;0;361.778;20.066.605;FEBRERO;2023;CATUETE;CANINDEYU;202302;02;CAT
CAT3;0,0413;0,0000;0,0014;0,0427;0,0163;0,0000;0,0054;0,0217;8.834.487;0;289.345;9.123.832;FEBRERO;2023;CATUETE;CANINDEYU;202302;02;CAT
CAT4;0,0058;0,0000;0,0051;0,0109;0,0146;0,0000;0,0203;0,0349;1.249.819;0;1.085.228;2.335.048;FEBRERO;2023;CATUETE;CANINDEYU;202302;02;CAT
CAT5;0,0097;0,0000;0,0012;0,0109;0,0149;0,0000;0,0050;0,0199;2.071.027;0;265.516;2.336.543;FEBRERO;2023;CATUETE;CANINDEYU;202302;02;CAT
CAT6;0,0000;0,0000;0,0007;0,0007;0,0000;0,0000;0,0029;0,0029;0;0;152.645;152.645;FEBRERO;2023;CATUETE;CANINDEYU;202302;02;CAT
CAT7;0,0017;0,0000;0,0020;0,0037;0,0080;0,0000;0,0080;0,0159;369.209;0;426.010;795.220;FEBRERO;2023;CATUETE;CANINDEYU;202302;02;CAT
CAT8;0,0000;0,0000;0,0004;0,0004;0,0000;0,0000;0,0018;0,0018;0;0;94.264;94.264;FEBRERO;2023;CATUETE;CANINDEYU;202302;02;CAT
CAT9;0,0067;0,0005;0,0010;0,0081;0,0078;0,0039;0,0039;0,0156;1.422.343;97.612;209.168;1.729.123;FEBRERO;2023;CATUETE;CANINDEYU;202302;02;CAT
CUR1;0,0003;0,0000;0,0001;0,0004;0,0003;0,0000;0,0005;0,0008;55.292;0;22.661;77.953;FEBRERO;2023;CURUGUATY;CANINDEYU;202302;02;CUR
CUR2;0,0087;0,0000;0,0037;0,0124;0,0089;0,0000;0,0177;0,0266;1.861.730;0;788.863;2.650.593;FEBRERO;2023;CURUGUATY;CANINDEYU;202302;02;CUR
CUR3;0,0083;0,0000;0,0061;0,0143;0,0146;0,0000;0,0292;0,0437;1.767.106;0;1.299.314;3.066.420;FEBRERO;2023;CURUGUATY;CANINDEYU;202302;02;CUR
CUR4;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;FEBRERO;2023;CURUGUATY;CANINDEYU;202302;02;CUR
CUR5;0,2103;0,0000;0,0064;0,2167;0,1544;0,0000;0,0309;0,1853;44.971.440;0;1.376.115;46.347.555;FEBRERO;2023;CURUGUATY;CANINDEYU;202302;02;CUR
DES10;0,0037;0,0003;0,0000;0,0040;0,0113;0,0020;0,0000;0,0133;794.584;56.591;0;851.175;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;DES
DES3;0,0014;0,0000;0,0000;0,0014;0,0071;0,0000;0,0000;0,0071;303.734;0;0;303.734;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;DES
DES4;0,0027;0,0000;0,0000;0,0027;0,0102;0,0000;0,0000;0,0102;570.552;0;0;570.552;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;DES
DES5;0,0315;0,0000;0,0000;0,0315;0,0240;0,0000;0,0000;0,0240;6.740.055;0;0;6.740.055;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;DES
DES8;0,0138;0,0188;0,0000;0,0327;0,0116;0,0154;0,0000;0,0271;2.957.918;4.027.026;0;6.984.944;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;DES
DES9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;DES
HER1;0,0121;0,0021;0,0000;0,0141;0,0125;0,0125;0,0000;0,0249;2.578.784;444.618;0;3.023.402;FEBRERO;2023;HERNANDARIAS;ALTO PARANÁ;202302;02;HER
HER10;0,0039;0,0076;0,0000;0,0114;0,0111;0,0111;0,0000;0,0221;828.196;1.616.953;0;2.445.149;FEBRERO;2023;HERNANDARIAS;ALTO PARANÁ;202302;02;HER
HER2;0,0817;0,0021;0,0000;0,0838;0,0524;0,0127;0,0000;0,0651;17.465.672;452.900;0;17.918.571;FEBRERO;2023;HERNANDARIAS;ALTO PARANÁ;202302;02;HER
HER7;0,0176;0,0000;0,0000;0,0176;0,0016;0,0000;0,0000;0,0016;3.772.898;0;0;3.772.898;FEBRERO;2023;HERNANDARIAS;ALTO PARANÁ;202302;02;HER
HER8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;FEBRERO;2023;HERNANDARIAS;ALTO PARANÁ;202302;02;HER
HER9;0,0024;0,0000;0,0000;0,0024;0,0026;0,0000;0,0000;0,0026;507.531;0;0;507.531;FEBRERO;2023;HERNANDARIAS;ALTO PARANÁ;202302;02;HER
IRY1;0,0928;0,0000;0,0022;0,0950;0,0754;0,0000;0,0088;0,0843;19.845.752;0;471.811;20.317.563;FEBRERO;2023;SAN ALBERTO;ALTO PARANÁ;202302;02;IRY
IRY2;0,0281;0,0254;0,0027;0,0563;0,0438;0,0219;0,0110;0,0767;6.015.152;5.436.622;585.874;12.037.647;FEBRERO;2023;SAN ALBERTO;ALTO PARANÁ;202302;02;IRY
IRY3;0,0369;0,0000;0,0014;0,0383;0,0271;0,0000;0,0054;0,0325;7.894.894;0;289.906;8.184.800;FEBRERO;2023;SAN ALBERTO;ALTO PARANÁ;202302;02;IRY
IRY4;0,0091;0,0000;0,0011;0,0102;0,0234;0,0000;0,0044;0,0278;1.955.296;0;233.733;2.189.029;FEBRERO;2023;SAN ALBERTO;ALTO PARANÁ;202302;02;IRY
JEP1;0,0010;0,0000;0,0006;0,0016;0,0025;0,0000;0,0025;0,0049;218.957;0;131.374;350.331;FEBRERO;2023;CURUGUATY;CANINDEYU;202302;02;JEP
JEP2;0,0020;0,0000;0,0008;0,0028;0,0031;0,0000;0,0031;0,0062;422.032;0;166.592;588.624;FEBRERO;2023;CURUGUATY;CANINDEYU;202302;02;JEP
JEP3;0,0117;0,0000;0,0009;0,0127;0,0148;0,0000;0,0037;0,0185;2.508.312;0;198.025;2.706.336;FEBRERO;2023;CURUGUATY;CANINDEYU;202302;02;JEP
JEP4;0,0251;0,0000;0,0034;0,0285;0,0673;0,0000;0,0135;0,0808;5.377.298;0;720.156;6.097.455;FEBRERO;2023;CURUGUATY;CANINDEYU;202302;02;JEP
JLM1;0,0006;0,0000;0,0007;0,0013;0,0044;0,0000;0,0044;0,0089;126.209;0;157.761;283.970;FEBRERO;2023;JUAN LEON MALLORQUIN;ALTO PARANÁ;202302;02;JLM
JLM2;0,0049;0,0000;0,0060;0,0109;0,0189;0,0000;0,0189;0,0378;1.042.934;0;1.278.436;2.321.370;FEBRERO;2023;JUAN LEON MALLORQUIN;ALTO PARANÁ;202302;02;JLM
JLM3;0,0376;0,0000;0,0011;0,0387;0,0129;0,0000;0,0064;0,0193;8.042.483;0;229.131;8.271.614;FEBRERO;2023;JUAN LEON MALLORQUIN;ALTO PARANÁ;202302;02;JLM
K152;0,0000;0,0000;0,0035;0,0036;0,0005;0,0000;0,0141;0,0146;9.602;0;752.500;762.102;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;K15
K153;0,0006;0,0000;0,0021;0,0027;0,0046;0,0000;0,0085;0,0131;131.087;0;453.273;584.360;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;K15
K154;0,0005;0,0028;0,0020;0,0052;0,0021;0,0021;0,0079;0,0121;104.595;590.212;423.733;1.118.539;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;K15
K155;0,0000;0,0000;0,0022;0,0022;0,0000;0,0000;0,0088;0,0088;0;0;470.374;470.374;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;K15
K156;0,0010;0,0000;0,0004;0,0014;0,0018;0,0000;0,0018;0,0035;206.610;0;93.914;300.524;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;K15
K157;0,0123;0,0000;0,0039;0,0162;0,0313;0,0000;0,0157;0,0470;2.625.987;0;838.074;3.464.061;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;K15
K158;0,0000;0,0000;0,0026;0,0026;0,0000;0,0000;0,0105;0,0105;0;0;564.042;564.042;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;K15
K159;0,0000;0,0000;0,0040;0,0040;0,0000;0,0000;0,0159;0,0159;0;0;848.447;848.447;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;K15
K301;0,0363;0,0000;0,0037;0,0401;0,0473;0,0000;0,0149;0,0622;7.772.446;0;797.285;8.569.731;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;K30
K302;0,0669;0,0000;0,0024;0,0693;0,0433;0,0000;0,0095;0,0529;14.317.077;0;509.902;14.826.979;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;K30
K303;0,0089;0,0000;0,0027;0,0117;0,0109;0,0000;0,0109;0,0218;1.908.017;0;584.087;2.492.103;FEBRERO;2023;JUAN LEON MALLORQUIN;ALTO PARANÁ;202302;02;K30
K304;0,0080;0,0000;0,0008;0,0087;0,0032;0,0000;0,0032;0,0063;1.702.068;0;169.080;1.871.147;FEBRERO;2023;JUAN LEON MALLORQUIN;ALTO PARANÁ;202302;02;K30
K305;0,0000;0,0000;0,0002;0,0002;0,0000;0,0000;0,0000;0,0000;0;0;35.042;35.042;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;K30
K306;0,0105;0,0000;0,0020;0,0126;0,0243;0,0000;0,0081;0,0324;2.254.614;0;433.580;2.688.194;FEBRERO;2023;JUAN LEON MALLORQUIN;ALTO PARANÁ;202302;02;K30
K307;0,0005;0,0000;0,0011;0,0016;0,0044;0,0000;0,0044;0,0088;109.795;0;235.275;345.070;FEBRERO;2023;JUAN LEON MALLORQUIN;ALTO PARANÁ;202302;02;K30
K308;0,0631;0,0006;0,0024;0,0661;0,0578;0,0096;0,0096;0,0771;13.492.282;137.326;514.948;14.144.556;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;K30
MCE1;0,0065;0,0000;0,0034;0,0100;0,0270;0,0000;0,0138;0,0407;1.394.403;0;735.225;2.129.627;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;MCE
MCE2;0,0145;0,0000;0,0039;0,0184;0,0538;0,0000;0,0155;0,0693;3.103.764;0;829.594;3.933.358;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;MCE
MCE3;0,0095;0,0016;0,0002;0,0112;0,0068;0,0007;0,0007;0,0081;2.022.713;338.743;35.042;2.396.498;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;MCE
MCE4;0,0212;0,0000;0,0000;0,0212;0,0417;0,0000;0,0000;0,0417;4.529.750;0;0;4.529.750;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;MCE
MCE5;0,0069;0,0000;0,0058;0,0127;0,0320;0,0000;0,0232;0,0552;1.484.793;0;1.238.048;2.722.841;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;MCE
MCE6;0,0059;0,0000;0,0059;0,0118;0,0107;0,0000;0,0236;0,0343;1.260.090;0;1.261.246;2.521.336;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;MCE
MCE7;0,0000;0,0000;0,0005;0,0005;0,0000;0,0000;0,0021;0,0021;0;0;112.136;112.136;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;MCE
MPO1;0,2477;0,0000;0,0141;0,2618;0,0992;0,0000;0,0298;0,1290;52.981.890;0;3.005.411;55.987.301;FEBRERO;2023;SAN ALBERTO;ALTO PARANÁ;202302;02;MPO
MPO2;0,0275;0,0000;0,0284;0,0558;0,0530;0,0000;0,0138;0,0668;5.871.648;0;6.071.848;11.943.497;FEBRERO;2023;CATUETE;CANINDEYU;202302;02;MPO
MPO3;0,1533;0,0000;0,0243;0,1777;0,0854;0,0000;0,0285;0,1138;32.795.773;0;5.206.721;38.002.495;FEBRERO;2023;SAN ALBERTO;ALTO PARANÁ;202302;02;MPO
NAR2;0,0000;0,0000;0,0021;0,0021;0,0000;0,0000;0,0083;0,0083;0;0;443.637;443.637;FEBRERO;2023;SANTA RITA;ALTO PARANÁ;202302;02;NAR
NAR4;0,0039;0,0000;0,0046;0,0085;0,0093;0,0000;0,0185;0,0278;828.840;0;989.317;1.818.157;FEBRERO;2023;SANTA RITA;ALTO PARANÁ;202302;02;NAR
NAR5;0,0000;0,0000;0,0015;0,0015;0,0000;0,0000;0,0061;0,0061;0;0;323.757;323.757;FEBRERO;2023;SANTA RITA;ALTO PARANÁ;202302;02;NAR
NAR6;0,0511;0,0000;0,0032;0,0543;0,1026;0,0000;0,0128;0,1155;10.930.387;0;685.990;11.616.377;FEBRERO;2023;SANTA RITA;ALTO PARANÁ;202302;02;NAR
NAR8;0,0000;0,0000;0,0012;0,0012;0,0000;0,0000;0,0049;0,0049;0;0;263.168;263.168;FEBRERO;2023;SANTA RITA;ALTO PARANÁ;202302;02;NAR
PBU1;0,0013;0,0000;0,0015;0,0028;0,0060;0,0000;0,0060;0,0121;279.891;0;322.951;602.841;FEBRERO;2023;SANTA RITA;ALTO PARANÁ;202302;02;PBU
PBU2;0,0000;0,0000;0,0006;0,0006;0,0000;0,0000;0,0023;0,0023;0;0;123.244;123.244;FEBRERO;2023;SANTA RITA;ALTO PARANÁ;202302;02;PBU
PBU3;0,0092;0,0000;0,0012;0,0104;0,0206;0,0000;0,0049;0,0255;1.970.191;0;259.489;2.229.680;FEBRERO;2023;SANTA RITA;ALTO PARANÁ;202302;02;PBU
PBU4;0,0072;0,0000;0,0011;0,0084;0,0091;0,0000;0,0046;0,0137;1.548.886;0;244.561;1.793.447;FEBRERO;2023;SANTA RITA;ALTO PARANÁ;202302;02;PBU
PBU5;0,0142;0,0000;0,0009;0,0151;0,0082;0,0000;0,0036;0,0118;3.029.369;0;191.051;3.220.420;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;PBU
PFO1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;PFO
PFO10;0,0184;0,0000;0,0024;0,0207;0,0204;0,0000;0,0095;0,0298;3.931.506;0;505.417;4.436.923;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;PFO
PFO11;0,0233;0,0000;0,0029;0,0262;0,0529;0,0000;0,0115;0,0644;4.979.708;0;616.010;5.595.719;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;PFO
PFO12;0,0000;0,0000;0,0010;0,0010;0,0000;0,0000;0,0039;0,0039;0;0;210.254;210.254;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;PFO
PFO14;0,0014;0,0000;0,0043;0,0057;0,0075;0,0000;0,0173;0,0248;295.601;0;924.419;1.220.020;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;PFO
PFO15;0,0015;0,0000;0,0007;0,0022;0,0059;0,0000;0,0029;0,0088;312.999;0;156.499;469.498;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;PFO
PFO16;0,0018;0,0000;0,0014;0,0032;0,0056;0,0000;0,0056;0,0113;381.529;0;301.189;682.718;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;PFO
PFO17;0,0013;0,0000;0,0025;0,0038;0,0064;0,0000;0,0099;0,0163;272.336;0;529.911;802.247;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;PFO
PFO2;0,0186;0,0000;0,0057;0,0243;0,0133;0,0000;0,0228;0,0361;3.985.877;0;1.219.966;5.205.843;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;PFO
PFO3;0,0010;0,0000;0,0010;0,0020;0,0039;0,0000;0,0039;0,0078;211.432;0;208.923;420.355;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;PFO
PFO4;0,0075;0,0000;0,0029;0,0104;0,0463;0,0000;0,0116;0,0578;1.608.050;0;618.463;2.226.513;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;PFO
PFO5;0,0151;0,0000;0,0020;0,0171;0,0136;0,0000;0,0080;0,0216;3.220.357;0;427.622;3.647.979;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;PFO
PFO6;0,0000;0,0019;0,0019;0,0039;0,0000;0,0015;0,0078;0,0093;0;413.155;416.304;829.458;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;PFO
PFO7;0,0002;0,0000;0,0011;0,0012;0,0008;0,0000;0,0043;0,0050;32.800;0;228.722;261.521;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;PFO
PFO8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;PFO
PFO9;0,0000;0,0000;0,0005;0,0005;0,0000;0,0000;0,0020;0,0020;0;0;105.127;105.127;FEBRERO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202302;02;PFO
PIH1;0,0031;0,0177;0,0000;0,0209;0,0040;0,0080;0,0000;0,0120;670.052;3.792.207;0;4.462.258;FEBRERO;2023;HERNANDARIAS;ALTO PARANÁ;202302;02;PIH
PIH2;0,0194;0,0332;0,0000;0,0526;0,0076;0,0151;0,0000;0,0227;4.145.614;7.106.767;0;11.252.381;FEBRERO;2023;HERNANDARIAS;ALTO PARANÁ;202302;02;PIH
PIH3;0,0801;0,0000;0,0000;0,0801;0,0672;0,0000;0,0000;0,0672;17.128.616;0;0;17.128.616;FEBRERO;2023;HERNANDARIAS;ALTO PARANÁ;202302;02;PIH
PIH4;0,0100;0,0000;0,0000;0,0100;0,0240;0,0000;0,0000;0,0240;2.134.783;0;0;2.134.783;FEBRERO;2023;HERNANDARIAS;ALTO PARANÁ;202302;02;PIH
PIH5;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;FEBRERO;2023;HERNANDARIAS;ALTO PARANÁ;202302;02;PIH
SGA1;0,0000;0,0000;0,0024;0,0024;0,0000;0,0000;0,0097;0,0097;0;0;521.151;521.151;FEBRERO;2023;SALTOS DEL GUAIRA;CANINDEYU;202302;02;SGA
SGA2;0,0046;0,0000;0,0034;0,0080;0,0137;0,0000;0,0137;0,0273;974.856;0;731.125;1.705.981;FEBRERO;2023;SALTOS DEL GUAIRA;CANINDEYU;202302;02;SGA
SGA3;0,0013;0,0000;0,0015;0,0028;0,0021;0,0000;0,0061;0,0082;278.531;0;326.840;605.371;FEBRERO;2023;SALTOS DEL GUAIRA;CANINDEYU;202302;02;SGA
SGA4;0,0000;0,0000;0,0001;0,0001;0,0000;0,0000;0,0005;0,0005;0;0;24.109;24.109;FEBRERO;2023;SALTOS DEL GUAIRA;CANINDEYU;202302;02;SGA
SGA5;0,0000;0,0000;0,0001;0,0001;0,0000;0,0000;0,0006;0,0006;0;0;30.662;30.662;FEBRERO;2023;SALTOS DEL GUAIRA;CANINDEYU;202302;02;SGA
SGA6;0,0176;0,0000;0,0000;0,0176;0,0285;0,0000;0,0000;0,0285;3.774.508;0;0;3.774.508;FEBRERO;2023;SALTOS DEL GUAIRA;CANINDEYU;202302;02;SGA
SRI1;0,0017;0,0000;0,0000;0,0017;0,0059;0,0000;0,0000;0,0059;360.332;0;0;360.332;FEBRERO;2023;SANTA RITA;ALTO PARANÁ;202302;02;SRI
SRI2;0,0054;0,0000;0,0000;0,0054;0,0184;0,0000;0,0000;0,0184;1.148.071;0;0;1.148.071;FEBRERO;2023;SANTA RITA;ALTO PARANÁ;202302;02;SRI
SRI3;0,0065;0,0000;0,0000;0,0065;0,0150;0,0000;0,0000;0,0150;1.392.893;0;0;1.392.893;FEBRERO;2023;SANTA RITA;ALTO PARANÁ;202302;02;SRI
SRI4;0,0100;0,0000;0,0000;0,0100;0,0285;0,0000;0,0000;0,0285;2.130.256;0;0;2.130.256;FEBRERO;2023;SANTA RITA;ALTO PARANÁ;202302;02;SRI
ACY1;0,0186;0,0000;0,0041;0,0227;0,0301;0,0000;0,0050;0,0352;4.069.000;0;900.779;4.969.779;MARZO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202303;03;ACY
ACY2;0,0042;0,0041;0,0126;0,0209;0,0064;0,0228;0,0154;0,0446;908.460;899.894;2.754.708;4.563.061;MARZO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202303;03;ACY
ACY3;0,0198;0,0000;0,0146;0,0345;0,0544;0,0000;0,0179;0,0724;4.333.091;0;3.197.313;7.530.404;MARZO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202303;03;ACY
ACY4;0,0000;0,0000;0,0076;0,0076;0,0000;0,0000;0,0093;0,0093;0;0;1.654.919;1.654.919;MARZO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202303;03;ACY
ACY5;0,0282;0,0000;0,0000;0,0282;0,0147;0,0000;0,0000;0,0147;6.154.228;0;0;6.154.228;MARZO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202303;03;ACY
ACY6;0,0068;0,0096;0,0086;0,0250;0,0105;0,0105;0,0105;0,0315;1.491.384;2.103.233;1.873.790;5.468.406;MARZO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202303;03;ACY
ACY7;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;MARZO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202303;03;ACY
ACY8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;MARZO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202303;03;ACY
ACY9;0,0119;0,0000;0,0000;0,0119;0,0075;0,0000;0,0000;0,0075;2.607.962;0;0;2.607.962;MARZO;2023;HERNANDARIAS;ALTO PARANÁ;202303;03;ACY
APR10;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;MARZO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202303;03;APR
APR11;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;MARZO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202303;03;APR
APR12;0,0054;0,0000;0,0000;0,0054;0,0302;0,0000;0,0000;0,0302;1.170.942;0;0;1.170.942;MARZO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202303;03;APR
APR13;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;MARZO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202303;03;APR
APR14;0,0000;0,0194;0,0000;0,0194;0,0000;0,0147;0,0000;0,0147;0;4.241.129;0;4.241.129;MARZO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202303;03;APR
APR2;0,0047;0,0013;0,0000;0,0060;0,0135;0,0069;0,0000;0,0204;1.034.088;277.690;0;1.311.778;MARZO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202303;03;APR
APR3;0,0000;0,0007;0,0000;0,0007;0,0000;0,0010;0,0000;0,0010;0;153.252;0;153.252;MARZO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202303;03;APR
APR4;0,0228;0,0064;0,0000;0,0292;0,0084;0,0221;0,0000;0,0305;4.979.939;1.407.104;0;6.387.043;MARZO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202303;03;APR
APR5;0,0000;0,0110;0,0000;0,0110;0,0000;0,0232;0,0000;0,0232;0;2.408.086;0;2.408.086;MARZO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202303;03;APR
APR6;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;MARZO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202303;03;APR
APR8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;MARZO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202303;03;APR
APR9;0,0074;0,0000;0,0000;0,0074;0,0167;0,0000;0,0000;0,0167;1.608.376;0;0;1.608.376;MARZO;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202303;03;APR
CAT1;0,0111;0,0000;0,0023;0,0134;0,0067;0,0000;0,0067;0,0133;2.427.270;0;509.727;2.936.997;MARZO;2023;CATUETE;CANINDEYU;202303;03;CAT
CAT10;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;MARZO;2023;CATUETE;CANINDEYU;202303;03;CAT
CAT11;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;MARZO;2023;CATUETE;CANINDEYU;202303;03;CAT
